Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,YouTube Link,Offer Info,Tracks Included,Years Remaining,Expiration Date
4088,"$15,500 ",6.43 x LTM,"$2,411 ","$2,865 ",13.31 Years,,"$15,000 ",3-Aug-21,Term Advance 30-Year,"$**,***","$1,722 ",4088,"yLr6G8Xy5uc,NZVjKrmvYYQ",52 offers made by 11 investors,4,27.53,3-Aug-51
5495,"$13,700 ",10.32 x LTM,"$1,328 ","$1,488 ",5.05 Years,1,,,Life of Rights,"$*,***","$3,000 ",5495,mEX9ht4bexQ,15 offers made by 3 investors,,,
5492,"$13,950 ",5.31 x LTM,"$2,627 ",—,2.92 Years,,"$23,500 ",22-Nov-22,Life of Rights,"$**,***","$5,000 ",5492,"9IYQyRn1ORo,qvD9vKqsPy0",10 offers made by 4 investors,2,,
5467,"$16,000 ",9.54 x LTM,"$1,677 ","$24,779 ",3.11 Years,,,,Life of Rights,"$*,***","$3,000 ",5467,"nsFb67fo7nE,dIHEgRJlxr0,kxP4uiWeIuQ",51 offers made by 8 investors,8,,
5399,"$23,000 ",19.02 x LTM,"$1,209 ",$979 ,16.25 Years,,,,Life of Rights,"$*,***","$10,000 ",5399,lzKQ9I-2AXY,73 offers made by 12 investors,15,,
5466,"$11,000 ",2.47 x LTM,"$4,461 ",—,2.71 Years,,,,Term Advance 10-Year,—,"$5,000 ",5466,"MwNRkODZ9VQ,xD7APtaGLdg",4 offers made by 2 investors,2,10,17-Jan-34
5440,"$105,000 ",9.23 x LTM,"$11,376 ","$12,613 ",7.33 Years,,,,Life of Rights,"$***,***","$40,000 ",5440,"raJ3UyLSps8,_rh1ezRPL-Q,aRGS-d7ve_w",44 offers made by 8 investors,64,,
5424,"$25,000 ",3.25 x LTM,"$7,681 ","$4,175 ",2.20 Years,,,,Life of Rights,—,"$7,000 ",5424,fKpkNp-2v0w,7 offers made by 4 investors,375,,
5458,"$55,000 ",10.91 x LTM,"$5,040 ","$6,142 ",7.73 Years,,,,Life of Rights,"$**,***","$18,500 ",5458,"oeh1cBlI2wA,6ieQx5oUh50,6mizf7aB24I,uW_xFhiWkyY",14 offers made by 7 investors,10,,
4860,"$104,000 ",4.08 x LTM,"$25,506 ","$36,080 ",8.89 Years,,"$170,000 ",3-Oct-22,Life of Rights,—,"$45,295 ",4860,,3 offers made by 3 investors,88,,
5258,"$525,000 ",6.83 x LTM,"$76,835 ","$85,243 ",5.28 Years,,,,Life of Rights,"$***,***","$375,000 ",5258,"ft4jcPSLJfY,ol3TZhuKz8s,9TqUlGyWSEk,DoBSkbij5Sw",52 offers made by 11 investors,25,,
4422,"$52,265 ",7.51 x LTM,"$6,959 ","$8,226 ",4.23 Years,,"$56,000 ",10-Dec-21,Life of Rights,"$**,***","$45,000 ",4422,"nGxr8-l0vHI,CVoc6VOZkJg",17 offers made by 6 investors,9,,
3346,"$11,500 ",2.82 x LTM,"$4,078 ","$4,252 ",6.61 Years,,"$33,250 ",26-Mar-20,Term Advance 10-Year,"$**,***","$11,352 ",3346,"NIld_iEc67s,dG_BWKHRx8s",20 offers made by 12 investors,26,6.22,26-Mar-30
5237,"$10,000 ",11.57 x LTM,$865 ,"$1,367 ",5.83 Years,,"$8,250 ",17-Jun-23,Term Advance 30-Year,"$*,***","$4,125 ",5237,"xE1a4lx1NHs,N0EDnt3SMm8,UuLk2A08svU",12 offers made by 3 investors,110,29.45,17-Jun-53
4556,"$10,000 ",8.74 x LTM,"$1,145 ","$2,906 ",3.32 Years,,"$23,588 ",17-Mar-22,Life of Rights,"$*,***","$8,000 ",4556,B-FdrJTaKTs,24 offers made by 10 investors,2,,
5370,"$16,000 ",3.56 x LTM,"$4,499 ","$3,669 ",11.58 Years,,"$14,000 ",4-Oct-23,Term Advance 10-Year,"$*,***","$7,000 ",5370,gPYyCZ-CMqs,11 offers made by 3 investors,52,5.48,26-Jun-29
4833,"$13,500 ",7.41 x LTM,"$1,823 ","$1,499 ",10.81 Years,,"$10,500 ",18-Aug-22,Term Advance 30-Year,"$**,***","$1,109 ",4833,"IiDOyQCCpKs,n8HDGF4xzmk,CaTXRaSvq-M",33 offers made by 12 investors,51,28.64,18-Aug-52
4499,"$13,250 ",5.02 x LTM,"$2,637 ","$2,290 ",19.20 Years,,,,Term Advance 10-Year,"$**,***","$7,000 ",4499,"pfEf7i9uMPU,5pG-MggDiFY,WmZ0o7X6POw",8 offers made by 2 investors,148,10,29-Dec-33
5011,"$13,500 ",9.69 x LTM,"$1,394 ","$1,180 ",15.87 Years,,"$17,700 ",5-Jan-23,Term Advance 30-Year,"$*,***","$9,000 ",5011,"Mfn5y9tCa2g,G2q7f7des2w,ktBMxkLUIwY",50 offers made by 16 investors,17,28.42,24-May-52
5433,"$10,500 ",10.33 x LTM,"$1,016 ",$962 ,15.94 Years,,,,Term Advance 30-Year,"$*,***","$3,500 ",5433,"_HtHGgSZaEc,jVS0l3jk7j4,JlLy_qxVZOU",23 offers made by 8 investors,22,30,22-Dec-53
5432,"$192,000 ",14.45 x LTM,"$13,288 ","$14,049 ",25.81 Years,,,,Life of Rights,"$***,***","$60,000 ",5432,"ZX3wwbFi_iI,0jzn9KZiso0,FSRRU1Fxqqk",44 offers made by 6 investors,25,,
5443,"$135,500 ",22.87 x LTM,"$5,924 ","$6,461 ",39.21 Years,1,,,Life of Rights,"$**,***","$60,000 ",5443,"0fAQhSRLQnM,wTP2RUD_cL0,kd9TlGDZGkI",47 offers made by 7 investors,,,
5175,"$6,500 ",11.18 x LTM,$581 ,$690 ,6.65 Years,,"$5,949 ",16-May-23,Life of Rights,"$*,***","$6,100 ",5175,"WmLtQLroKGg,DFjjWYgf0j4",24 offers made by 10 investors,12,,
5442,"$6,000 ",4.63 x LTM,"$1,296 ",$878 ,4.48 Years,,,,Term Advance 30-Year,"$*,***","$2,000 ",5442,"xfOdx0wBQB4,zHjHTCsPsII,_YC8NN35IcM",2 offers made by 2 investors,280,30,14-Dec-53
5376,"$11,000 ",2.53 x LTM,"$4,346 ",—,1.56 Years,1,,,Life of Rights,—,"$4,000 ",5376,CAwf5KN6zN8,9 offers made by 4 investors,,,
5377,"$12,000 ",2.74 x LTM,"$4,385 ",—,1.56 Years,1,,,Life of Rights,—,"$4,000 ",5377,CAwf5KN6zN8,17 offers made by 8 investors,,,
5425,"$12,501 ",8.92 x LTM,"$1,401 ","$1,351 ",11.92 Years,,,,Term Advance 30-Year,"$**,***","$5,500 ",5425,"51mR-z80X_o,QIv8bq3twjY,PiEIUGIrd7g",36 offers made by 6 investors,9,30,12-Dec-53
5437,"$11,501 ",6.15 x LTM,"$1,869 ","$1,503 ",10.87 Years,,,,Term Advance 30-Year,"$**,***","$7,500 ",5437,"JBP7eToCQEE,U_z4O6I_oP4,UavbJW0wTUA",17 offers made by 6 investors,71,30,12-Dec-53
5402,"$55,000 ",13.55 x LTM,"$4,058 ","$3,531 ",16.78 Years,,,,Life of Rights,"$**,***","$20,000 ",5402,"lzKQ9I-2AXY,FpV1laFvF_g",41 offers made by 12 investors,16,,
5412,"$130,000 ",21.94 x LTM,"$5,924 ","$6,461 ",39.21 Years,1,,,Life of Rights,"$**,***","$20,000 ",5412,"0fAQhSRLQnM,wTP2RUD_cL0,kd9TlGDZGkI",85 offers made by 20 investors,,,
5412,"$130,000 ",21.94 x LTM,"$5,924 ","$6,461 ",39.21 Years,1,,,Life of Rights,"$**,***","$20,000 ",5412,"0fAQhSRLQnM,wTP2RUD_cL0,kd9TlGDZGkI",,,,
5429,"$13,500 ",7.08 x LTM,"$1,908 ","$2,225 ",5.14 Years,1,,,Life of Rights,"$**,***","$7,000 ",5429,N0U0RFhuUTA,,,,
5064,"$89,900 ",12.55 x LTM,"$7,163 ","$6,767 ",45.75 Years,1,"$84,000 ",22-Feb-23,Term Advance 30-Year,"$**,***","$40,794 ",5064,#NAME?,,,29.21,22-Feb-53
5417,"$33,000 ",8.56 x LTM,"$3,856 ","$3,143 ",13.14 Years,,,,Life of Rights,"$**,***","$8,000 ",5417,"ZHSFTrcJYmM,TDph7oYPET8,KdtIfp7WB0w",,,,
5313,"$12,000 ",5.55 x LTM,"$2,162 ","$2,977 ",4.68 Years,,"$25,000 ",20-Aug-21,Life of Rights,"$**,***","$10,885 ",5313,"MNeNrsygxSc,yWNBGFSopSk",,,,
5345,"$21,000 ",4.81 x LTM,"$4,364 ","$2,768 ",1.89 Years,,"$14,402 ",15-Aug-23,Life of Rights,—,"$17,500 ",5345,"VHmjMDX3xyw,THsxhffhnGg,7vhPbm1VNyQ",,,,
5414,"$6,000 ",3.44 x LTM,"$1,742 ","$1,318 ",3.12 Years,,,,Term Advance 10-Year,"$*,***","$2,000 ",5414,"LpwOWUHGt2o,HpACqY0RDaw,X3k2a5F8cb8",,,10,4-Dec-33
5416,"$64,000 ",16.75 x LTM,"$3,822 ","$3,153 ",10.25 Years,,,,Life of Rights,"$**,***","$15,000 ",5416,"opeETnB8m8w,KVYup3Qwh8Q,lA-gGl6qihQ,HKtsdZs9LJo",,,,
5179,"$9,500 ",9.20 x LTM,"$1,033 ","$1,299 ",4.28 Years,,"$9,989 ",17-May-23,Life of Rights,"$*,***","$9,500 ",5179,"NWKMSdPMviU,lmqgSAYr6O4",,,,
4745,"$9,000 ",7.92 x LTM,"$1,137 ","$1,131 ",4.04 Years,,"$9,400 ",4-Jul-22,Life of Rights,"$*,***","$9,000 ",4745,"4kEih4ADT0U,9gWaixEtoD8,EurypyDDuvA",,,,
5252,"$860,000 ",6.06 x LTM,"$141,944 ","$148,103 ",3.52 Years,,,,Life of Rights,—,"$500,000 ",5252,,,,,
5403,"$61,000 ",16.32 x LTM,"$3,738 ","$2,970 ",19.61 Years,,,,Life of Rights,"$**,***","$12,000 ",5403,"jRqhGC5vgC0,j-fWDrZSiZs,uzgBD2wysuI",,,,
5183,"$361,000 ",7.26 x LTM,"$49,691 ","$53,237 ",11.06 Years,,,,Term Advance 30-Year,"$***,***","$240,000 ",5183,"8cRSP39DTn4,rK4Xh3muko4,AaXaig_43lU",,,30,25-Nov-53
5405,"$160,000 ",5.32 x LTM,"$30,076 ","$21,575 ",3.33 Years,,"$140,000 ",29-Oct-23,Life of Rights,"$***,***","$70,000 ",5405,"jjkJtVc86yQ,kEC0RdQJA4M,2hlT8CqZ2pA",,,,
5153,"$236,000 ",7.76 x LTM,"$30,401 ","$26,989 ",23.46 Years,,"$220,000 ",1-Feb-23,Life of Rights,"$***,***","$199,000 ",5153,"08iGSxMieVU,LamSsxwaaSE",,,,
5393,"$17,500 ",3.49 x LTM,"$5,018 ",—,1.29 Years,1,,,Term Advance 30-Year,—,"$5,000 ",5393,tAucxF4edAU,,,30,23-Nov-53
5371,"$199,004 ",6.41 x LTM,"$31,069 ","$29,178 ",5.03 Years,,,,Life of Rights,"$***,***","$110,000 ",5371,"8sHwmuQEb3U,8NK97lWanEs,I35jYqUW5cw",,,,
5324,"$170,000 ",5.39 x LTM,"$31,545 ","$48,910 ",3.44 Years,,,,Life of Rights,"$***,***","$120,000 ",5324,"wNMZRTROYuw,px2O4E5C67E,7iakm4VLGIU,N1EhXF1lskA,OyDXRZbwhKE",,,,
5391,"$61,000 ",5.80 x LTM,"$10,523 ","$7,971 ",10.62 Years,,,,Term Advance 30-Year,"$**,***","$35,000 ",5391,"SybwPySl-fs,S24D6uTowmo,0y_2VU7x0hA",,,30,17-Nov-53
5314,"$70,666 ",3.90 x LTM,"$18,101 ","$23,982 ",3.16 Years,,,,Term Advance 10-Year,"$**,***","$20,000 ",5314,"0C80BSgjb8M,0Hi2KQWmNM0,i5jtttNIXzY",,,10,16-Nov-33
5380,"$41,000 ",6.01 x LTM,"$6,819 ","$11,474 ",4.57 Years,,,,Life of Rights,"$**,***","$25,000 ",5380,"L7Vqe8QEr38,_bgjyNeN-Vo,zI1hkRcYQvI",,,,
5390,"$23,550 ",10.59 x LTM,"$2,223 ","$2,372 ",17.57 Years,,,,Life of Rights,"$**,***","$9,000 ",5390,"K4gcQj_NZ30,W8LJWis1JoI,Itrjb-ss51g",,,,
5388,"$21,200 ",8.89 x LTM,"$2,385 ","$1,925 ",18.46 Years,,,,Life of Rights,"$**,***","$12,000 ",5388,"K4gcQj_NZ30,W8LJWis1JoI,QVmLbWVSz9M",,,,
5383,"$13,560 ",5.88 x LTM,"$2,305 ","$2,806 ",3.50 Years,,,,Life of Rights,"$**,***","$8,000 ",5383,"dCuCpVPkWDY,LFNhwwfrKn4,tmtCrvCad3E",,,,
5328,"$51,000 ",4.25 x LTM,"$11,999 ","$8,180 ",24.09 Years,,,,Life of Rights,—,"$25,000 ",5328,"NkVsJGl5d6E,s-mEKSHMQbM,Iu_SYIeDNbk",,,,
5362,"$150,000 ",8.17 x LTM,"$18,350 ","$16,624 ",16.01 Years,,,,Life of Rights,"$***,***","$70,000 ",5362,"rCSjHVobrjQ,HWYGDFoNHko,vNGRYyhrSRA,slyzfHqFe6c,aR5J2FYvoJ8",,,,
5378,"$180,000 ",6.88 x LTM,"$26,180 ","$18,746 ",10.86 Years,1,,,Life of Rights,"$***,***","$75,000 ",5378,SybwPySl-fs,,,,
5379,"$150,000 ",7.56 x LTM,"$19,837 ","$14,737 ",10.75 Years,,,,Life of Rights,"$***,***","$90,000 ",5379,"SybwPySl-fs,VHbdQtT2uTg",,,,
5375,"$65,500 ",5.23 x LTM,"$12,516 ","$15,186 ",4.71 Years,,,,Life of Rights,"$**,***","$50,000 ",5375,"VTh7DIOfd1w,3blVBWRSCgk,jC0BbeFd2zA",,,,
5358,"$14,000 ",4.43 x LTM,"$3,163 ","$2,387 ",3.82 Years,,,,Life of Rights,"$**,***","$2,899 ",5358,"JmUeWZPXffM,1UTYlATnHhI,JCf_izO_4w8",,,,
5372,"$140,000 ",4.65 x LTM,"$30,076 ","$21,575 ",3.33 Years,,,,Life of Rights,"$***,***","$80,000 ",5372,"jjkJtVc86yQ,kEC0RdQJA4M,2hlT8CqZ2pA",,,,
5279,"$41,000 ",9.15 x LTM,"$4,479 ","$3,652 ",23.31 Years,,"$37,500 ",18-Jul-23,Term Advance 30-Year,"$**,***","$18,750 ",5279,"NkVsJGl5d6E,s-mEKSHMQbM,wfHK34CP4s4,ki3M42TVU60",,,29.73,18-Jul-53
5359,"$31,000 ",5.87 x LTM,"$5,283 ","$5,181 ",4.78 Years,,,,Life of Rights,"$**,***","$5,000 ",5359,"ifZzXeNt3L4,RjPHsgQlw4s,t9rplKz7mKg",,,,
5368,"$151,000 ",11.92 x LTM,"$12,665 ","$12,718 ",43.90 Years,,,,Life of Rights,"$***,***","$75,000 ",5368,"aXXqDWsCzuk,JqIbuLFI78I",,,,
5349,"$30,500 ",3.29 x LTM,"$9,283 ","$6,560 ",3.52 Years,,,,Term Advance 30-Year,"$**,***","$10,000 ",5349,"2OvyA2__Eas,_q6KHkjIY-M,dUHZg9rQgLI",,,30,20-Oct-53
5354,"$30,700 ",5.05 x LTM,"$6,079 ",—,3.97 Years,,,,Life of Rights,"$**,***","$22,000 ",5354,"4C7gjP0-4xk,KRW5njQ1NrA",,,,
5363,"$13,000 ",6.34 x LTM,"$2,050 ","$1,324 ",6.29 Years,,,,Life of Rights,"$*,***","$5,000 ",5363,"NJd_sGQwc_8,JKOhlMF84o4,YTKjzWXLfWk",,,,
4978,"$16,150 ",3.64 x LTM,"$4,433 ","$6,337 ",4.04 Years,1,,,Life of Rights,—,"$10,000 ",4978,BcGqaBfbkgI,,,,
5346,"$29,500 ",7.61 x LTM,"$3,875 ","$3,809 ",8.23 Years,,,,Term Advance 30-Year,"$**,***","$4,000 ",5346,"vnl4mScVXI4,iuvJYsiKNsQ,OLxQG9s_7xM,0Hjt4KNgKC4",,,30,10-Oct-53
4216,"$76,000 ",7.41 x LTM,"$10,256 ","$10,385 ",8.81 Years,,"$100,000 ",18-Sep-21,Life of Rights,"$**,***","$11,746 ",4216,lfEVLXu3NXs,,,,
5340,"$21,200 ",9.92 x LTM,"$2,138 ","$2,300 ",21.39 Years,,,,Life of Rights,"$**,***","$2,000 ",5340,"YiSdAJD2aFc,_62mUibLakM,JJrADfROGZg",,,,
5294,"$23,900 ",1.89 x LTM,"$12,656 ",—,2.24 Years,,,,Term Advance 10-Year,—,"$8,000 ",5294,"21p19h5ZsiU,Q7i-xGjk0WM,kwYMddz2rOE",,,10,4-Oct-33
5316,"$14,000 ",3.53 x LTM,"$3,967 ","$3,425 ",11.32 Years,,"$23,600 ",26-Jun-19,Term Advance 10-Year,"$*,***","$5,162 ",5316,gPYyCZ-CMqs,,,5.72,26-Jun-29
5343,"$40,400 ",4.49 x LTM,"$9,007 ","$8,327 ",6.57 Years,,,,Life of Rights,—,"$10,000 ",5343,"jMgE61PjKKw,xatLuNq5W4U,rO-j9bOnX4s,mp41ESR1Gtw",,,,
5187,"$6,500,000 ",4.83 x LTM,"$1,344,875 ","$850,813 ",15.44 Years,,,,Life of Rights,—,"$4,000,000 ",5187,,,,,
5327,"$8,805 ",11.35 x LTM,$776 ,$972 ,5.92 Years,,,,Life of Rights,"$*,***",$750 ,5327,"86qLeVv1G4E,Nx1ThRhCNuM,bMXF9TlCah0",,,,
5007,"$12,500 ",5.12 x LTM,"$2,439 ","$4,444 ",4.77 Years,1,"$20,500 ",20-Jul-22,Life of Rights,—,"$11,000 ",5007,,,,,
4143,"$15,217 ",21.44 x LTM,$710 ,$893 ,17.35 Years,,"$12,000 ",21-May-21,Life of Rights,—,"$13,000 ",4143,,,,,
5325,"$39,999 ",4.39 x LTM,"$9,106 ","$10,587 ",6.38 Years,1,,,Term Advance 10-Year,"$**,***","$18,000 ",5325,qk6dN_92i58,,,10,25-Sep-33
5333,"$12,500 ",3.10 x LTM,"$4,029 ","$2,221 ",2.09 Years,,,,Life of Rights,"$**,***","$4,000 ",5333,"vMeUz6-VEec,HA2sOPA_mIs,ZlNI7UhRoyc",,,,
5329,"$30,000 ",6.97 x LTM,"$4,305 ","$5,833 ",6.60 Years,,,,Life of Rights,"$**,***","$12,000 ",5329,"o7vsefMwqWw,hGKK8eGQQEk,fN8B2S6u8rg",,,,
5306,"$70,800 ",7.39 x LTM,"$9,584 ","$10,210 ",6.85 Years,,,,Term Advance 30-Year,"$**,***","$20,000 ",5306,"n4WjE7t5Bbk,IYRJYApTlUQ,f1IHao124FY,9dz6aDhAqmY",,,30,22-Sep-53
5040,"$18,700 ",8.97 x LTM,"$2,086 ","$2,998 ",6.38 Years,,"$16,100 ",14-Oct-22,Life of Rights,"$**,***","$18,100 ",5040,"PidyY_86teE,8UzKythjMqM",,,,
5323,"$19,000 ",5.46 x LTM,"$3,479 ",—,5.37 Years,,,,Life of Rights,"$**,***","$3,500 ",5323,"WfVsT88Pwz0,jThz5uo3gfk,rxyssc-gci0",,,,
5300,"$47,200 ",1.74 x LTM,"$27,130 ",—,1.00 Years,1,,,Life of Rights,—,"$15,000 ",5300,H_zblx6EzME,,,,
5301,"$41,000 ",3.56 x LTM,"$11,514 ",—,2.40 Years,1,,,Life of Rights,—,"$15,000 ",5301,rCiBgLOcuKU,,,,
5238,"$33,250 ",6.43 x LTM,"$5,167 ","$6,983 ",4.66 Years,,,,Life of Rights,"$**,***","$19,000 ",5238,"e1KmvsLwmVc,yCPCqbwfe58,K_KqPRhkI6k",,,,
5312,"$6,200 ",3.44 x LTM,"$1,802 ",—,3.22 Years,,,,Life of Rights,"$**,***","$1,500 ",5312,"DDKfDw7hmNs,IgObsUS_vRs",,,,
5305,"$11,000 ",4.75 x LTM,"$2,313 ","$1,195 ",9.13 Years,,,,Life of Rights,—,"$4,000 ",5305,"Z0lLvTGDX90,_ZcpPDn3xzs,h09CmpU57-k",,,,
5308,"$401,000 ",5.14 x LTM,"$77,995 ","$92,389 ",9.13 Years,,,,Life of Rights,—,"$150,000 ",5308,,,,,
5224,"$140,000 ",7.35 x LTM,"$19,039 ","$21,945 ",5.63 Years,,"$141,899 ",26-Jan-23,Life of Rights,"$***,***","$65,000 ",5224,"LyxFt9ecT28,_aI0WM2OjTw,fJQP-ZLv6DU",,,,
5309,"$40,500 ",8.26 x LTM,"$4,905 ","$6,096 ",7.59 Years,,,,Life of Rights,"$**,***","$16,000 ",5309,"dVInQyzTjh8,FbTXpVicexk,g--eItR0j9I",,,,
5092,"$35,000 ",8.73 x LTM,"$4,009 ","$3,853 ",11.95 Years,,"$27,100 ",13-Mar-23,Life of Rights,"$**,***","$13,550 ",5092,"o_fiKuEZFPY,dVInQyzTjh8,FbTXpVicexk",,,,
5152,"$35,000 ",4.39 x LTM,"$7,973 ",—,3.02 Years,1,"$38,000 ",1-Oct-22,Life of Rights,"$**,***","$16,977 ",5152,Qqlw8iQeTHs,,,,
5194,"$18,999 ",7.24 x LTM,"$2,623 ","$2,544 ",2.49 Years,,"$17,600 ",30-May-23,Life of Rights,"$**,***","$18,950 ",5194,,,,,
5296,"$260,000 ",20.79 x LTM,"$12,507 ","$13,140 ",142.00 Years,1,,,Life of Rights,—,"$75,000 ",5296,,,,,
4232,"$85,000 ",9.62 x LTM,"$8,838 ","$9,797 ",11.09 Years,,,,Life of Rights,—,"$45,000 ",4232,XBz-1Sj8wXs,,,,
5292,"$14,402 ",2.22 x LTM,"$6,496 ","$2,191 ",1.61 Years,,,,Life of Rights,—,"$4,000 ",5292,"VHmjMDX3xyw,THsxhffhnGg,7vhPbm1VNyQ",,,,
5293,"$400,000 ",3.47 x LTM,"$115,132 ","$102,174 ",2.35 Years,,,,Life of Rights,—,"$150,000 ",5293,"rcfMxOfjGY8,Icm5ew4qasQ,h4sFH5_H6go,Z9Wrz4avtzU",,,,
5052,"$137,970 ",3.88 x LTM,"$35,576 ","$38,296 ",3.83 Years,,,,Term Advance 10-Year,"$***,***","$105,000 ",5052,"1lFI8sYN1Rc,2u1L9PWmJLg,-KFkra-del0",,,10,9-Aug-33
3495,"$17,800 ",2.53 x LTM,"$7,031 ","$4,469 ",7.25 Years,,"$27,300 ",24-Sep-19,Term Advance 10-Year,"$**,***","$11,623 ",3495,YykjpeuMNEk,,,6.13,24-Sep-29
5271,"$36,700 ",4.43 x LTM,"$8,277 ","$9,636 ",2.99 Years,,,,Term Advance 30-Year,"$**,***","$15,000 ",5271,"7vfnAY4fCbo,PCsFFwFBb5s,sQ1PF0Dg220",,,30,7-Aug-53
5267,"$111,250 ",4.95 x LTM,"$22,472 ","$20,038 ",14.33 Years,,,,Term Advance 10-Year,"$***,***","$100,000 ",5267,"vYMxOzxKYYo,oXaUpoPJPTk",,,10,6-Aug-33
5144,"$33,000 ",2.15 x LTM,"$15,355 ",—,1.49 Years,1,,,Life of Rights,—,"$25,000 ",5144,_xnIWT9PpK4,,,,
5284,"$50,000 ",8.31 x LTM,"$6,014 ","$6,171 ",36.37 Years,1,,,Term Advance 10-Year,—,"$25,000 ",5284,,,,10,4-Aug-33
5278,"$23,002 ",4.34 x LTM,"$5,303 ","$2,552 ",1.78 Years,,,,Term Advance 10-Year,—,"$5,000 ",5278,"VSpgaN3wuag,JeGhUESd_1o",,,10,3-Aug-33
5276,"$23,839 ",1.00 x LTM,"$23,839 ",—,1.75 Years,1,,,Term Advance 10-Year,—,"$20,000 ",5276,QVn1DGgqBNo,,,10,30-Jul-33
5270,"$39,500 ",5.55 x LTM,"$7,121 ","$7,462 ",15.76 Years,,,,Term Advance 10-Year,"$**,***","$21,000 ",5270,"4ASJBXu8tNo,aFrZHTNOmas,kNyeaaHKPPA",,,10,27-Jul-33
5265,"$3,500 ",3.36 x LTM,"$1,042 ",—,1.59 Years,,,,Term Advance 10-Year,"$*,***","$1,100 ",5265,,,,10,24-Jul-33
5263,"$37,000 ",3.07 x LTM,"$12,042 ",—,2.31 Years,,,,Term Advance 10-Year,"$**,***","$15,000 ",5263,"Bmy2CPU4j0Y,xD7APtaGLdg,E8CmmNcwffs",,,10,23-Jul-33
4367,"$23,000 ",9.94 x LTM,"$2,314 ","$2,959 ",21.01 Years,,"$16,850 ",16-Nov-21,Term Advance 30-Year,"$**,***","$22,000 ",4367,"DYWNlrGzh20,u7RPvOOjCvE,_14yfM3APmc",,,28.32,16-Nov-51
5158,"$7,000 ",4.96 x LTM,"$1,412 ","$1,311 ",13.87 Years,,"$4,805 ",28-Apr-23,Term Advance 10-Year,"$*,***","$6,800 ",5158,"9ME9i71PQS8,lL_UDEWjiTo,4-loPhU7uKw",,,7.54,4-Feb-31
5257,"$40,000 ",10.03 x LTM,"$3,986 ","$4,009 ",21.05 Years,,,,Life of Rights,"$**,***","$20,000 ",5257,"BfzsMQGqrt0,DE1_6WJ371A",,,,
5256,"$24,500 ",4.32 x LTM,"$5,665 ","$6,613 ",3.07 Years,,,,Term Advance 10-Year,"$**,***","$16,000 ",5256,"YNyFAro1E5M,64IGINWXrGQ,7kY0FCscg7g",,,10,20-Jul-33
5027,"$23,500 ",3.88 x LTM,"$6,064 ",—,1.92 Years,,"$11,000 ",26-Jan-23,Life of Rights,—,"$17,000 ",5027,"Up0GIUtSX9k,PjtosbQC4_g,RIFsP5N769w",,,,
5251,"$37,500 ",8.73 x LTM,"$4,294 ","$3,532 ",23.09 Years,,,,Term Advance 30-Year,"$**,***","$35,000 ",5251,"NkVsJGl5d6E,s-mEKSHMQbM,wfHK34CP4s4,ki3M42TVU60",,,30,18-Jul-53
3623,"$9,450 ",3.87 x LTM,"$2,443 ","$2,669 ",4.75 Years,,"$20,900 ",7-Feb-20,Term Advance 10-Year,"$*,***","$8,000 ",3623,7PmUtmfTmbg,,,6.57,7-Feb-30
5255,"$1,100,000 ",14.47 x LTM,"$75,997 ","$77,946 ",42.59 Years,,,,Life of Rights,"$***,***","$475,000 ",5255,"7XcTyEKSnYg,rrBx6mAWYPU,zg-ivWxy5KE",,,,
5246,"$24,123 ",5.57 x LTM,"$4,329 ","$4,497 ",4.76 Years,,,,Term Advance 30-Year,"$**,***","$17,000 ",5246,"6FLS29EI1iY,53F4a9sU4ek,HJU0tann9uE",,,30,12-Jul-53
5253,"$45,000 ",5.43 x LTM,"$8,294 ","$10,528 ",11.92 Years,,,,Life of Rights,—,"$35,000 ",5253,,,,,
5247,"$22,251 ",5.64 x LTM,"$3,944 ","$3,899 ",4.72 Years,,,,Life of Rights,"$**,***","$14,000 ",5247,"6FLS29EI1iY,53F4a9sU4ek,Jtq-v8cX0E0",,,,
5218,"$8,750 ",3.74 x LTM,"$2,337 ",—,1.52 Years,,"$8,000 ",11-Jun-23,Life of Rights,"$*,***","$4,000 ",5218,"zFbh-XfGfqg,mpHXv9cvJvQ",,,,
5242,"$95,000 ",11.74 x LTM,"$8,089 ","$9,060 ",6.80 Years,,,,Life of Rights,"$**,***","$30,000 ",5242,"Wa5B22KAkEk,meDRHqG2djI,z61GFxVD8K4",,,,
5239,"$74,375 ",6.68 x LTM,"$11,131 ","$11,231 ",10.58 Years,,,,Term Advance 10-Year,"$**,***","$74,000 ",5239,"jGflUbPQfW8,I_NVUZNsh2E,P95_pCbCPZw,aT9-QyzuK4A",,,10,4-Jul-33
5229,"$79,000 ",8.21 x LTM,"$9,622 ","$9,874 ",36.12 Years,1,,,Term Advance 10-Year,—,"$25,000 ",5229,,,,10,29-Jun-33
5221,"$5,400 ",5.04 x LTM,"$1,071 ",$450 ,1.70 Years,,"$3,001 ",14-Jun-23,Life of Rights,"$*,***","$5,000 ",5221,"HUs57WE_ENA,84EsT9O-ZBM,zFbh-XfGfqg",,,,
5216,"$35,000 ",3.78 x LTM,"$9,271 ","$9,235 ",2.66 Years,,,,Term Advance 30-Year,"$**,***","$15,000 ",5216,"7vfnAY4fCbo,PCsFFwFBb5s,sQ1PF0Dg220",,,30,25-Jun-53
