id,accept_final_offers,accepting_final_offers_end_at,accepting_final_offers_start_at,accepting_final_offers_initial_offer,active_listing_valuation_id,asset,buy_now_price,buy_now_price_multiple,buy_now_price_multiple_source,custom_earnings_by_region_chart,default_buy_now_price,earnings_file,expiration,featured_source,generic_financials,hidden,included_rights,is_eligible_to_withdraw_offers_placed_before_update,is_featured,is_in_feature_queue,is_owner,is_track_list_hidden,kind,marketplace_median,marketplace_median_multiplier,marketplace_median_source,minimum_price,offers_awaiting_acceptance,offers_received_count,other_info,owner_last_active_date,performing_artist_analysis,proxy_increment_amount,published_date,requested_buy_now_price,royx_take,seller_id,state,term,term_expiration,term_return_amount,thumbnail_large,title,track_count,unique_bidder_count,valuation_description,last_websocket_message_published_at,Listing ID
5749,TRUE,,,,730740,27769,,,,,82100,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,25000,FALSE,11,,2024-06-30T22:27:35.874971Z,"<p>&quot;Opp Spotter (featuring B-Lovee)&#39; by Kay Flock is a significant track within the New York drill music scene. It was released on September 6, 2020 and later as part of Kay Flock&#39;s mixtape,<em> The D.O.A. Tape</em> in 2021 and his full-length album <em>The D.O.A (Care Package)</em> in 2022. The song quickly gained traction for its raw and energetic style, characteristic of the drill genre. It showcases the collaboration between Kay Flock and B-Lovee, both emerging artists from the Bronx who have been pivotal in the resurgence of drill music in New York.</p>
",700,2024-06-27T17:01:55.133442Z,,0.15,145600,filled,life_of_rights,,,,Kay Flock’s “Opp Spotter” + More Publishing Royalties ,20,5,5441,2025-01-16T20:26:35.412743Z,5749
4325,TRUE,,,,729971,10301,30000,12.77,ltm,,25000,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,secondary_listing,"**,***",,,20000,FALSE,69,,2024-06-30T13:35:55.449753Z,,200,2021-11-02T16:43:14.983757Z,,0.08,50333,filled,life_of_rights,,,,"R&B Songwriter Royalties: Case, Mary J. Blige, & Foxy Brown",58,25,,2025-01-16T20:26:35.412743Z,4325
5667,TRUE,,,,722714,26806,27000,7.58,ltm,,26800,,2024-10-01T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,secondary_listing,"**,***",,,11100,FALSE,8,<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>,2024-06-30T03:04:09.491090Z,,200,2024-05-06T18:06:28.793750Z,,0.064,65534,filled,life_of_rights,,,,Youngboy Never Broke Again - Producer Royalties,10,3,,2025-01-16T20:26:35.412743Z,5667
5751,TRUE,,,,730779,28775,40000,4.9,ltm,,43800,,2024-07-08T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,13000,FALSE,4,"<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>
",2024-06-28T17:20:09.533688Z,"<p>&quot;Opp Spotter (featuring B-Lovee)&#39; by Kay Flock is a significant track within the New York drill music scene. It was released on September 6, 2020 and later as part of Kay Flock&#39;s mixtape,<em> The D.O.A. Tape</em> in 2021 and his full-length album <em>The D.O.A (Care Package)</em> in 2022. The song quickly gained traction for its raw and energetic style, characteristic of the drill genre. It showcases the collaboration between Kay Flock and B-Lovee, both emerging artists from the Bronx who have been pivotal in the resurgence of drill music in New York.</p>
",500,2024-06-27T17:01:16.354708Z,,0.15,145600,filled,30_year,2054-06-29T05:12:19.366100Z,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5751/artwork600x315_large.jpg,Kay Flock’s “Opp Spotter” + More Songwriter Royalties ,185,2,5446,2025-01-16T20:26:35.412743Z,5751
5737,TRUE,,,,729807,28637,76500,3.71,ltm,,104600,,2024-08-14T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,25000,FALSE,4,<p><strong>Earnings note.&nbsp;</strong>Starting in 1Q2023 this publishing catalog started an administration agreement with the current administrator Admin MP. Royalties collected in 2023 include back-period streaming mechanicals. Detail on what portion of these royalties are for prior periods is unavailable.</p>,2024-06-28T18:11:31.574644Z,"<p>Simon Curtis is an American singer, songwriter, and actor who first gained attention in the Nickelodeon movie &quot;Spectacular!&quot; in 2009. Transitioning to music, he released his debut album &quot;8Bit Heart&quot; in 2010, followed by &quot;RA&quot; in 2011, &quot;Super 8-Bit Heart&quot; in 2016, and &quot;Angel Aura&quot; in 2023, all independently. His unique blend of electropop and dance-pop, characterized by video game sounds and themes, has earned him a dedicated following.</p>

<p>Curtis&#39;s albums have performed well in niche markets, amassing significant streaming numbers and positive critical reception.&nbsp;Collaborating with indie producers, Curtis has maintained creative control over his music.&nbsp;His music&#39;s presence in online media and fan communities further amplifies his digital footprint, solidifying his role as a significant independent artist in contemporary pop and electronic music.</p>",1100,2024-06-26T17:00:33.053309Z,,0.15,125831,filled,life_of_rights,,,,Independent Electro-Pop from Simon Curtis - Publishing Royalties,47,2,5433,2025-01-16T20:26:35.412743Z,5737
5740,TRUE,,,,730582,27693,51000,8.17,ltm,,63200,,2024-07-15T06:00:00Z,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,30000,FALSE,4,"<p><strong>Earnings Data Note.</strong> Some of the earnings were reported by the payor without territory information and are labeled &ldquo;Unreported&rdquo; in the Financial Bar Chart below.&nbsp;Statement data is only available back to January 2022.</p>

<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>",2024-06-28T16:16:20.823579Z,"<p>Press Play is a dynamic Christian pop and rock band formed in 2008. Their music is a blend of pop, rock, and dance, featuring uplifting and faith-driven lyrics. This listing includes all the songs from the band&rsquo;s four major albums: <em>Life Is Beautiful</em> (2009), <em>NY2LA</em> (2010), <em>World Anthem</em> (2011), and<em> #LITO </em>(2013). These albums were well-received, with <em>Life Is Beautifu</em>l peaking at No. 2 on the Billboard Christian Albums chart and No. 45 on the Billboard 200 chart, showcasing their commercial success. <em>NY2LA</em> followed, reaching No. 3 on the Christian Albums chart.</p>

<p><span style=""display: none;"">&nbsp;</span>&ldquo;#LITO,&quot; which stands for &quot;Love In The Open,&quot; is the title track of their album of the same name. The song has been featured in various media, including the 2014 film <em>Project Almanac</em>.&nbsp;&quot;NY2LA,&quot; another of their standout tracks, combines energetic beats with a rap feature from Tyler James Williams, highlighting their knack for cross-genre collaborations.</p>",400,2024-06-25T17:03:26.751474Z,,0.15,144563,filled,life_of_rights,,,https://dh22twu0ekfg6.cloudfront.net/media/orderbook/listings/5740/2914f06e9ed428f2bf261dd3ddfeb7969d3e6cbe_large.jpg,Press Play - Sound Recording Royalties,54,2,5437,2025-01-16T20:26:35.412743Z,5740
5678,TRUE,,,,729153,27533,54000,10.56,ltm,,51400,,2024-09-27T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,direct_listing,"**,***",,,19000,FALSE,37,"<p><strong>Earnings note. </strong>Lifetime earnings for this catalog prior to 2H-2018 totaled $162,682.33.</p>

<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>",2024-06-23T18:17:44.478893Z,"<p>&quot;Purpose&quot;&nbsp;marked a significant shift in his musical style for Bieber, incorporating elements of EDM, R&amp;B, and dance-pop and received critical acclaim, debuting&nbsp;at No. 1 on the Billboard 200.&nbsp;&quot;Purpose&quot; earned numerous awards, including a Grammy for Best Dance Recording and an AMA for Favorite Pop/Rock Album. The album&#39;s themes of redemption, love, and personal growth resonated widely, with tracks amassing billions of streams on Spotify and YouTube. &quot;Purpose&quot; remains a pivotal work in Bieber&#39;s career, showcasing his evolution as an artist and leaving a lasting impact on the music industry.</p>",300,2024-06-18T17:01:46.410319Z,,0.15,140182,pending,life_of_rights,,,,Producer Royalties from Justin Bieber Recordings,5,18,5348,2025-01-16T20:26:35.412743Z,5678
5671,TRUE,,,,724142,26960,124500,7.12,ltm,,189200,,2024-08-15T06:00:00Z,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,direct_listing,"***,***",,,85000,FALSE,50,<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>,2024-06-18T19:00:56.689706Z,"<p>Urban Rescue, an American Christian music group based in Los Angeles and active since 2009, specializes in a blend of worship, Christian pop, Christian EDM, and electropop. Their key commercial achievement is the 2016 studio album &quot;Wild Heart,&quot;&nbsp;which topped the US &amp; UK Christian Music charts.&nbsp;</p>

<p>Jesus Culture, founded in 1999,&nbsp;is a prominent Christian revivalist movement and worship band originating from Bethel Church in Redding, CA. Known for its passionate contemporary Christian music blending rock and pop elements, the group has released numerous influential albums and hosts&nbsp;global conferences, significantly impacting the modern worship movement.</p>

<p>Chris McClarney is a Christian worship leader and songwriter from Nashville, Tennessee, known for his soulful voice and impactful worship music.&nbsp;McClarney began his career leading worship in his local church and has since released several albums, including &quot;Everything and Nothing Less,&quot; recorded live at the 2015 Jesus Culture Sacramento conference.&nbsp;</p>",900,2024-05-13T17:00:24.340445Z,,0.14,144307,filled,life_of_rights,,,,"Urban Rescue, Jesus Culture, Chris McClarney + More - Publishing Royalties",160,9,5324,2025-01-16T20:26:35.412743Z,5671
5608,TRUE,,,,729632,26982,87500,6.56,ltm,,,,,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,secondary_listing,,,,5000,FALSE,5,,2024-06-19T14:08:48.682835Z,,700,2024-03-27T18:17:03.284741Z,,0.08,72474,filled,life_of_rights,,,,"NCT 127's hit ""Lemonade"" - Songwriting Royalties",2,2,,2025-01-16T20:26:35.412743Z,5608
5408,TRUE,,,,729044,24599,52000,4.63,ltm,,,,2024-10-15T06:00:00Z,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,secondary_listing,,,,11950,FALSE,31,<p><em>This catalog will not be automatically added to the Secondary Market of The Exchange. The winning bidder can contact Royalty Exchange to relist.&nbsp;</em></p>,2024-06-19T07:01:31.909240Z,,600,2023-11-20T15:56:58.731317Z,,0.08,21893,filled,partial_10_year,2033-10-04T23:20:31.219857Z,,,Publishing Royalties by French Pop Artist Nej,4,5,,2025-01-16T20:26:35.412743Z,5408
